file, text_segment_size, instructions
file354485, 1691, 1010540846
file354486, 27193, 2645415867
file354487, 21229, 2302612749
file354488, 15617, 1916854323
file354489, 996, 918310419
file354490, 3919, 1139189951
file354491, 1892, 993923580
file354492, 6304, 1355734060
file354493, 3390, 1106054621
file354494, 20022, 2217231114
file354495, 100230, 7953289171
file354496, 5326, 1258728437
file354497, 8900, 1508637277
file354498, 25076, 2419732884
file354499, 8384, 1451020742
file354500, 139381, 11334794628
file354501, 8262, 1413046268
file354502, 1123, 946062481
file354503, 27847, 2434051990
file354504, 3007, 1067682856
file354505, 6426, 1327396915
file354506, 4233, 1169917376
file354507, 28243, 2704855577
file354508, 25953, 2551998333
file354509, 15356, 1872104438
file354510, 15813, 1866128035
file354511, 22, 878136820
file354512, 13375, 1731272213
file354513, 2775, 1093794962
file354514, 6490, 1271338436
file354515, 8166, 1305452707
file354516, 13728, 1577355354
file354517, 40966, 3207495447
file354518, 1611, 799941754
file354519, 20973, 2067034261
file354520, 9784, 1394330027
file354521, 2630, 896937375
file354522, 3575, 924286368
file354523, 2033, 850754816
file354524, 556, 730642111
file354525, 45767, 3476327663
file354526, 66494, 5035005388
file354527, 2199, 845817218
file354528, 2939, 904291308
file354529, 11759, 1444615370
file354530, 13280, 1562751838
file354531, 162385, 10743457840
file354532, 1506, 831107426
file354533, 14912, 1688393923
file354534, 3224, 933550011
file354535, 3275, 894146035
file354536, 3548, 924384474
file354537, 3636, 925121348
file354538, 3073, 913190887
file354539, 25954, 2422982415
file354540, 15322, 1713368474
file354541, 12827, 1573429346
file354542, 3336, 1012908872
file354543, 989, 756672179
file354544, 16769, 1822590117
file354545, 4497, 1025765483
file354546, 12328, 1492295550
file354547, 3238, 915134588
file354548, 990, 761135872
file354549, 6535, 1155100694
file354550, 3962, 1116930765
file354551, 31604, 2803898393
file354552, 160, 639268775
file354553, 7776, 1243408376
file354554, 18155, 1901422361
file354555, 571, 729162122
file354556, 148719, 21527634588
file354557, 12390, 1519502687
file354558, 127073, 8861226053
file354559, 3084, 907666194
file354560, 6668, 1130085469
file354561, 2428, 866806934
file354562, 110, 691524269
file354563, 3048, 909283505
file354564, 18765, 1938597469
file354565, 109454, 7664216126
file354566, 7585, 1214087101
file354567, 7757, 1266975169
file354568, 20124, 2006357863
file354569, 13583, 1753217443
file354570, 10079, 1357229059
file354571, 2505, 873801023
file354572, 16438, 1799382644
file354573, 7711, 1229985627
file354574, 3160, 905290466
file354575, 1992, 847170775
file354576, 16086, 1855350542
file354577, 33326, 2847121956
file354578, 20850, 2181098819
file354579, 3107, 1038261039
file354580, 2433, 1007404816
file354581, 7393, 1211730923
file354582, 18538, 2018046795
file354583, 13481, 1719716513
file354584, 30534, 2705528699
file354585, 43264, 3651512405
file354586, 97961, 14483543345
file354587, 17185, 1932250901
file354588, 25700, 2456503376
file354589, 18288, 2012081498
file354590, 6110, 1258900279
file354591, 32701, 2636878755
file354592, 2945, 992159331
file354593, 3762, 1053784205
file354594, 11492, 1574856592
file354595, 35622, 3045562500
file354596, 2973, 996006471
file354597, 1637699, 107212347264
file354598, 3088, 1003759612
file354599, 1123, 874849909
file354600, 17411, 1935186349
file354601, 25417, 2431676943
file354602, 5642, 1222836682
file354603, 397, 821368542
file354604, 93376, 6677751222
file354605, 1814, 938907023
file354606, 1949, 920833344
file354607, 8660, 1405257210
file354608, 2922, 1012293432
file354609, 18469, 2001103277
file354610, 3161, 1045957681
file354611, 1753, 942015694
file354612, 3450, 1064364899
file354613, 17943, 1959730702
file354614, 2849, 1007144787
file354615, 15295, 1768912934
file354616, 8014, 1350481225
file354617, 4837, 1077929250
file354618, 17122, 1918670469
file354619, 3031, 1011162337
file354620, 18164, 1986134944
file354621, 24868, 2426190979
file354622, 17078, 1913754998
file354623, 13892, 1639413967
file354624, 14800, 1799835731
file354625, 44966, 3728587227
file354626, 7348, 1393346347
file354627, 27943, 2393225130
file354628, 3319, 1000830509
file354629, 4001, 1064990459
file354630, 15482, 1824865896
file354631, 9832, 1497291522
file354632, 28195, 2586467251
file354633, 80239, 5848795719
file354634, 3696, 1081375013
file354635, 3535, 1243708020
file354636, 2895, 1002467970
file354637, 1755, 956329734
file354638, 2970, 1024434351
file354639, 3510, 1002265797
file354640, 12830, 1576297606
file354641, 874, 758202184
file354642, 1960, 832020651
file354643, 277, 718019713
file354644, 24300, 2235249581
file354645, 27255, 1913106313
file354646, 1609, 829489309
file354647, 28055, 2304014635
file354648, 21224, 2068154489
file354649, 24312, 2234224639
file354650, 28722, 2524540983
file354651, 6208, 1166398278
file354652, 68141, 5001616320
file354653, 1318, 763129040
file354654, 1220, 770153474
file354655, 21622, 2095228225
file354656, 15173, 1953497531
file354657, 3090, 909420208
file354658, 4117, 979801565
file354659, 6481, 1142543040
file354660, 6238, 1152876564
file354661, 3135, 948159827
file354662, 9680, 1298678784
file354663, 6173, 1098135748
file354664, 3369, 950645747
file354665, 4229, 947890514
file354666, 13623, 1611376020
file354667, 5461, 1035580533
file354668, 3837, 995981123
file354669, 3303, 917806353
file354670, 7824, 1257830679
file354671, 55062, 4485472606
file354672, 24578, 2242307826
file354673, 2851, 904009099
file354674, 29883, 2640060055
file354675, 5900, 1069612161
file354676, 67463, 7658907177
file354677, 539677, 36225776479
file354678, 14515, 1723787567
file354679, 1109, 782810471
file354680, 12927, 1576787297
file354681, 1179, 777711834
file354682, 17981, 1891522272
file354683, 3865, 950503919
file354684, 78985, 6177397013
file354685, 31619, 2636227430
file354686, 11900, 1553646265
file354687, 83176, 5985182312
file354688, 15342, 1702510366
file354689, 2074, 836336300
file354690, 3979, 1028362760
file354691, 126, 697897757
file354692, 5130, 1029270224
file354693, 17115, 1831477392
file354694, 3085, 909377542
file354695, 3522, 953274483
file354696, 603, 750928363
file354697, 462, 732608716
file354698, 7319, 1209263366
file354699, 258, 712245083
file354700, 621, 736777843
file354701, 6842, 1283355270
file354702, 13539, 1745999693
file354703, 7272, 1281411722
file354704, 13163, 1619304754
file354705, 8732, 1404198972
file354706, 233, 785339107
file354707, 34243, 3025396424
file354708, 3257, 1018420855
file354709, 23576, 2299614241
file354710, 7264, 1285675181
file354711, 51153, 4230135891
file354712, 16774, 1934369867
file354713, 33282, 3431043713
file354714, 2975, 992913047
file354715, 2113, 1045352364
file354716, 2977, 990964459
